datetime,index,filename,mean_intensity,solidity,intensity_variance,intense_convection_ratio,convection_stratiform_ratio,area,convection_area,max_intensity,minor_axis_length,intense_area,eccentricity,convex_area,intense_stratiform_ratio,major_axis_length,label,minor_major_ratio,xmax,xmin,ymax,ymin,label1,label_name
2013-06-24 20:50:00,3042,extracted/non_mcs_files/non_mcs_BREF_130624_2050_001.png,33.0913299663,0.4285327802,118.505547726,0.3632157316,0.3638468013,19008,6916,60,112.4759769205,2512,0.9610904163,44356,0.1321548822,407.1764699701,1,0.2762339801,2457,2305,1270,1111,0,Unorganized
2009-07-30 18:30:00,2809,extracted/non_mcs_files/non_mcs_BREF_090730_1830_001.png,32.9370134466,0.5243042672,68.8686441591,0.0669642857,0.3170559094,5652,1792,55,97.1732215522,120,0.6458933136,10780,0.0212314225,127.285430814,1,0.7634276832,2351,2278,997,942,0,Unorganized
2008-06-08 21:00:00,2696,extracted/non_mcs_files/non_mcs_BREF_080608_2100_001.png,32.7131782946,0.5119047619,96.1916351181,0.3392857143,0.2894056848,3096,896,55,71.9348806736,304,0.6486555058,6048,0.0981912145,94.5165787166,1,0.7610821472,2355,2314,1300,1255,0,Unorganized
2008-06-14 18:10:00,2702,extracted/non_mcs_files/non_mcs_BREF_080614_1810_001.png,32.9191176471,0.6482364156,96.2581639273,0.2678571429,0.3294117647,5440,1792,65,65.9112932813,480,0.8692400668,8392,0.0882352941,133.3183553556,1,0.4943902369,2733,2682,818,754,0,Unorganized
2009-07-29 18:10:00,2803,extracted/non_mcs_files/non_mcs_BREF_090729_1810_005.png,35.0937207123,0.651802077,95.5863429511,0.3563218391,0.4076850984,4268,1740,55,61.2696618036,620,0.7922734112,6548,0.145267104,100.4147028636,1,0.6101662412,2302,2258,1219,1165,0,Unorganized
2006-08-05 21:40:00,2562,extracted/non_mcs_files/non_mcs_BREF_060805_2140_000.png,34.0382599581,0.4946849883,106.818766784,0.3570432357,0.3757861635,7632,2868,55,83.2184410145,1024,0.9080689359,15428,0.1341719078,198.6970418901,1,0.4188207344,2517,2415,1103,1050,0,Unorganized
2007-07-30 21:00:00,2654,extracted/non_mcs_files/non_mcs_BREF_070730_2100_008.png,33.0494505495,0.2796414853,84.5195326651,0.1604278075,0.3424908425,4368,1496,55,46.5239031396,240,0.9857640788,15620,0.0549450549,276.7066077837,1,0.1681344132,1721,1651,1445,1338,0,Unorganized
2010-06-01 21:30:00,2838,extracted/non_mcs_files/non_mcs_BREF_100601_2130_005.png,34.5430107527,0.4144077237,98.8054977454,0.3129411765,0.3808243728,4464,1700,60,62.6078650653,532,0.931938024,10772,0.1191756272,172.6553430765,1,0.3626175938,2136,2059,1137,1077,0,Unorganized
2013-06-24 20:50:00,3043,extracted/non_mcs_files/non_mcs_BREF_130624_2050_002.png,32.1250598946,0.2786753906,88.644158777,0.2602965404,0.2908481073,8348,2428,55,139.6977848507,632,0.7731054567,29956,0.0757067561,220.2471060911,1,0.6342775046,2118,2007,1232,1139,0,Unorganized
2010-06-01 21:30:00,2840,extracted/non_mcs_files/non_mcs_BREF_100601_2130_007.png,35.88365243,0.6073345259,116.376743066,0.3866666667,0.441826215,2716,1200,60,31.5671766888,464,0.9777742882,4472,0.1708394698,150.5634433897,1,0.2096602999,2000,1931,1199,1153,0,Unorganized
2009-07-15 20:05:00,2788,extracted/non_mcs_files/non_mcs_BREF_090715_2005_003.png,31.1657242279,0.3907205982,89.6371722789,0.2753378378,0.2575032623,9196,2368,60,161.7176125315,652,0.3817336215,23536,0.0709003915,174.9674826462,1,0.9242723853,2274,2191,1239,1153,0,Unorganized
2010-07-06 22:25:00,2873,extracted/non_mcs_files/non_mcs_BREF_100706_2225_004.png,29.942178941,0.3611782809,57.4373140593,0.022875817,0.1862446744,6572,1224,55,71.302921728,28,0.9656526524,18196,0.0042604991,274.4146764306,1,0.2598364004,2357,2251,1227,1144,0,Unorganized
2010-08-03 19:40:00,2904,extracted/non_mcs_files/non_mcs_BREF_100803_1940_001.png,32.5579103006,0.5439678284,90.7463999703,0.2515923567,0.3095120749,8116,2512,55,95.9855123314,632,0.7629778141,14920,0.0778708724,148.4867713838,1,0.6464246709,2607,2541,1155,1076,0,Unorganized
2013-07-15 20:40:00,3066,extracted/non_mcs_files/non_mcs_BREF_130715_2040_003.png,35.0521436848,0.4295669487,102.227871998,0.2642487047,0.4472769409,3452,1544,55,80.9945981243,408,0.8175594371,8036,0.1181923523,140.6536614879,1,0.575844221,1914,1857,1274,1210,0,Unorganized
2010-09-11 23:25:00,2922,extracted/non_mcs_files/non_mcs_BREF_100911_2325_000.png,35.3265306122,0.5649500384,96.9682076912,0.3316666667,0.4081632653,5880,2400,65,55.0611066053,796,0.963371642,10408,0.1353741497,205.3217480836,1,0.2681698706,2403,2326,1081,1003,0,Unorganized
2013-07-06 00:55:00,3050,extracted/non_mcs_files/non_mcs_BREF_130706_0055_004.png,29.9027916251,0.6220155039,96.3639303923,0.3141025641,0.2333000997,8024,1872,55,70.2558033486,588,0.9178907128,12900,0.0732801595,177.0411145471,1,0.396833264,2143,2088,1039,938,0,Unorganized
2009-06-23 21:30:00,2776,extracted/non_mcs_files/non_mcs_BREF_090623_2130_001.png,37.0658135283,0.3978181818,119.864041523,0.4712230216,0.508226691,2188,1112,55,50.965966481,524,0.9234385887,5500,0.239488117,132.8116391364,1,0.383746235,2160,2130,1120,1065,0,Unorganized
2013-08-06 20:30:00,3072,extracted/non_mcs_files/non_mcs_BREF_130806_2030_000.png,32.8660358566,0.531779661,78.4516751222,0.2022653722,0.3077689243,8032,2472,55,83.0878793312,500,0.8818138335,15104,0.062250996,176.1838204508,1,0.4715976707,2363,2276,1013,942,0,Unorganized
2010-07-17 22:50:00,2890,extracted/non_mcs_files/non_mcs_BREF_100717_2250_005.png,29.5301741596,0.636996904,67.8027549717,0.2541966427,0.1688942892,9876,1668,55,110.6257498206,424,0.7079033016,15504,0.0429323613,156.6250650035,1,0.7063093625,2406,2347,1292,1203,0,Unorganized
2009-07-15 20:05:00,2787,extracted/non_mcs_files/non_mcs_BREF_090715_2005_002.png,29.0451206716,0.458834858,60.8930323307,0.1911764706,0.1427072403,3812,544,55,71.2926571565,104,0.7299457577,8308,0.0272822665,104.304502646,1,0.6835050774,1312,1267,1129,1074,0,Unorganized
2007-09-11 20:05:00,2685,extracted/non_mcs_files/non_mcs_BREF_070911_2005_000.png,28.836996337,0.5086166744,62.5668363993,0.1728395062,0.1483516484,4368,648,55,82.8397570915,112,0.7523621961,8588,0.0256410256,125.7530151967,1,0.6587496686,2290,2226,1119,1077,0,Unorganized
2006-09-04 19:45:00,2598,extracted/non_mcs_files/non_mcs_BREF_060904_1945_002.png,32.3747841105,0.3511218921,88.704096456,0.1724137931,0.3255613126,4632,1508,55,69.3836488671,260,0.931159139,13192,0.0561312608,190.2939394941,1,0.3646130247,2584,2539,1445,1351,0,Unorganized
2009-08-19 21:45:00,2823,extracted/non_mcs_files/non_mcs_BREF_090819_2145_002.png,35.1348250143,0.4943278503,93.4844039711,0.2604588394,0.4251290878,6972,2964,55,69.6404204206,772,0.9274599227,14104,0.1107286288,186.2428886652,1,0.3739225745,2509,2442,1334,1242,0,Unorganized
2006-08-07 20:40:00,2584,extracted/non_mcs_files/non_mcs_BREF_060807_2040_009.png,34.5338114754,0.5404208195,128.394348587,0.4395061728,0.4149590164,3904,1620,60,55.7880123739,712,0.9050021513,7224,0.1823770492,131.1403287464,1,0.4254069889,2050,2010,1324,1265,0,Unorganized
2009-07-29 18:10:00,2807,extracted/non_mcs_files/non_mcs_BREF_090729_1810_009.png,32.7536231884,0.2717605356,93.5769796261,0.2739130435,0.3333333333,2760,920,55,38.2670575356,252,0.9782775206,10156,0.0913043478,184.5979035579,1,0.207299524,2623,2584,1527,1434,0,Unorganized
2007-09-11 20:05:00,2689,extracted/non_mcs_files/non_mcs_BREF_070911_2005_004.png,32.2874806801,0.5114624506,103.11364543,0.2488888889,0.3477588872,2588,900,55,37.9127869356,224,0.9562027568,5060,0.086553323,129.5255334524,1,0.292705121,2604,2575,1470,1411,0,Unorganized
2010-08-18 18:40:00,2916,extracted/non_mcs_files/non_mcs_BREF_100818_1840_001.png,35.0630517024,0.2655282103,94.0376386064,0.3003003003,0.419924338,6344,2664,55,59.5432897613,800,0.9807456536,23892,0.1261034048,304.8976517648,1,0.1952894337,1792,1648,1218,1133,0,Unorganized
2008-06-14 18:10:00,2705,extracted/non_mcs_files/non_mcs_BREF_080614_1810_004.png,34.1157960982,0.3213996764,105.873312472,0.2796208531,0.3983637508,6356,2532,60,110.1127433204,708,0.7551318802,19776,0.1113908118,167.9641443997,1,0.6555729124,2175,2095,1123,1043,0,Unorganized
2006-07-05 02:50:00,2504,extracted/non_mcs_files/non_mcs_BREF_060705_0250_007.png,30.3328894807,0.630386122,71.1275334618,0.2639225182,0.1833111407,9012,1652,60,105.6852876446,436,0.6999977591,14296,0.0483799379,147.9885482903,1,0.7141450394,2126,2063,1196,1115,0,Unorganized
2011-07-04 18:50:00,2943,extracted/non_mcs_files/non_mcs_BREF_110704_1850_002.png,36.1894273128,0.6541786744,130.567641522,0.4880478088,0.4422907489,4540,2008,65,73.0170425321,980,0.7532164137,6940,0.2158590308,111.0064818981,1,0.657772783,1926,1867,1060,1018,0,Unorganized
2010-08-15 20:55:00,2912,extracted/non_mcs_files/non_mcs_BREF_100815_2055_000.png,34.8801742919,0.4678899083,92.4148356995,0.269541779,0.4041394336,3672,1484,55,55.6361099018,400,0.9378012659,7848,0.1089324619,160.2549178245,1,0.3471725589,2292,2222,1084,1026,0,Unorganized
2010-06-06 20:20:00,2852,extracted/non_mcs_files/non_mcs_BREF_100606_2020_002.png,37.8640256959,0.5411355736,91.8241234083,0.3659491194,0.5471092077,3736,2044,55,38.0457630363,748,0.9772105177,6904,0.2002141328,179.2307872658,1,0.2122724763,2134,2051,1305,1277,0,Unorganized
2008-06-20 22:25:00,2713,extracted/non_mcs_files/non_mcs_BREF_080620_2225_000.png,31.5617433414,0.5254452926,82.3672531351,0.250755287,0.2671509282,4956,1324,55,57.3526911622,332,0.9344273102,9432,0.0669895077,161.0334488001,1,0.3561539021,1998,1922,454,415,0,Unorganized
2007-07-30 21:10:00,2657,extracted/non_mcs_files/non_mcs_BREF_070730_2110_002.png,33.2725527831,0.3645906228,120.336463541,0.3482587065,0.3857965451,2084,804,60,33.6761766777,280,0.9583826298,5716,0.1343570058,117.9605226857,1,0.2854868384,2420,2359,995,948,0,Unorganized
2008-06-29 22:30:00,2748,extracted/non_mcs_files/non_mcs_BREF_080629_2230_001.png,32.3310646573,0.359238561,93.2413927897,0.2930463576,0.2936315022,8228,2416,60,68.7893732446,708,0.9746954293,22904,0.0860476422,307.7313948455,1,0.2235370664,1677,1533,1199,1143,0,Unorganized
2008-06-21 19:10:00,2729,extracted/non_mcs_files/non_mcs_BREF_080621_1910_001.png,28.9807162534,0.5965488907,69.6910881922,0.1746031746,0.173553719,2904,504,55,35.9863046545,88,0.9639684286,4868,0.0303030303,135.2783818775,1,0.2660166699,2632,2558,988,963,0,Unorganized
2012-07-15 22:35:00,3020,extracted/non_mcs_files/non_mcs_BREF_120715_2235_003.png,33.4720416125,0.3927477017,104.784979057,0.3233082707,0.3459037711,3076,1064,60,49.9715012066,344,0.9649698597,7832,0.1118335501,190.4686534736,1,0.2623607628,1525,1480,1076,1001,0,Unorganized
2010-07-07 21:20:00,2882,extracted/non_mcs_files/non_mcs_BREF_100707_2120_007.png,35.0805801773,0.4082236842,94.5543448689,0.2720450281,0.4294923449,4964,2132,55,62.0657419226,580,0.9330466135,12160,0.1168412571,172.5220117605,1,0.3597554961,2017,1926,1116,1072,0,Unorganized
2007-08-30 20:30:00,2672,extracted/non_mcs_files/non_mcs_BREF_070830_2030_000.png,35.7336956522,0.6126526082,118.619299386,0.38,0.4528985507,2208,1000,60,35.8057183039,380,0.9276740915,3604,0.1721014493,95.8933821955,1,0.3733909211,2382,2326,846,825,0,Unorganized
2008-06-08 21:00:00,2700,extracted/non_mcs_files/non_mcs_BREF_080608_2100_005.png,27.3012552301,0.5021008403,59.2648938219,0.0700636943,0.1313807531,4780,628,50,68.7228208353,44,0.8485080125,9520,0.0092050209,129.8660039009,1,0.5291825325,2745,2681,1506,1458,0,Unorganized
2009-09-08 20:30:00,2831,extracted/non_mcs_files/non_mcs_BREF_090908_2030_001.png,35.1918735892,0.5954301075,116.04670597,0.4378378378,0.4176072235,3544,1480,60,62.4271805708,648,0.7554648634,5952,0.1828442438,95.2811554778,1,0.6551891637,1733,1690,948,899,0,Unorganized
2006-08-03 21:55:00,2550,extracted/non_mcs_files/non_mcs_BREF_060803_2155_002.png,35.2576112412,0.4684585848,129.38328516,0.4214659686,0.4473067916,3416,1528,55,64.9636871287,644,0.8746348865,7292,0.1885245902,134.0059153327,1,0.4847822349,2629,2569,1008,944,0,Unorganized
2012-07-18 12:35:00,3024,extracted/non_mcs_files/non_mcs_BREF_120718_1235_001.png,35.8248175182,0.3663101604,100.962011828,0.3206349206,0.4598540146,2740,1260,55,42.4882628675,404,0.9681490594,7480,0.1474452555,169.6988309531,1,0.2503745172,2628,2551,801,754,0,Unorganized
2008-06-29 22:30:00,2751,extracted/non_mcs_files/non_mcs_BREF_080629_2230_004.png,30.8347529813,0.3339021615,106.032318636,0.2944785276,0.2776831346,2348,652,55,44.2534111152,192,0.960453599,7032,0.0817717206,158.933330969,1,0.2784400909,2579,2511,1722,1677,0,Unorganized
2011-06-23 20:10:00,2930,extracted/non_mcs_files/non_mcs_BREF_110623_2010_000.png,28.4476784477,0.566548881,78.2209284288,0.1891891892,0.1794871795,5772,1036,55,81.7187543898,196,0.7533547732,10188,0.033957034,124.265473957,1,0.6576143138,871,820,401,334,0,Unorganized
2006-06-27 02:20:00,2492,extracted/non_mcs_files/non_mcs_BREF_060627_0220_002.png,27.1586037967,0.5546875,79.5565962135,0.3025210084,0.1457440294,6532,952,55,82.4123850437,288,0.8680449786,11776,0.0440906307,165.9915031567,1,0.4964855639,2706,2621,1646,1591,0,Unorganized
2008-08-07 20:55:00,2763,extracted/non_mcs_files/non_mcs_BREF_080807_2055_000.png,32.3535638673,0.5371493556,100.653397673,0.2918552036,0.3119266055,5668,1768,60,49.0863495422,516,0.9629400745,10552,0.091037403,181.9931089118,1,0.2697154295,3007,2920,598,555,0,Unorganized
2012-06-05 20:20:00,2990,extracted/non_mcs_files/non_mcs_BREF_120605_2020_002.png,35.8314522197,0.5633743111,117.386189087,0.379705401,0.4597441685,5316,2444,60,46.3046700906,928,0.9731067569,9436,0.1745673439,201.0147442616,1,0.2303545954,2429,2336,1272,1219,0,Unorganized
2008-06-18 13:15:00,2709,extracted/non_mcs_files/non_mcs_BREF_080618_1315_000.png,29.3258426966,0.4405940594,82.073601818,0.3513513514,0.1662921348,3560,592,60,55.4995321128,208,0.9334207714,8080,0.0584269663,154.6880455516,1,0.3587835887,2864,2780,1126,1089,0,Unorganized
2009-08-05 21:35:00,2816,extracted/non_mcs_files/non_mcs_BREF_090805_2135_003.png,35.1679104478,0.676340694,92.5557613054,0.2927400468,0.3983208955,4288,1708,60,72.351350187,500,0.7081426101,6340,0.1166044776,102.4705883553,1,0.7060694327,2406,2347,1242,1202,0,Unorganized
2007-07-16 22:15:00,2633,extracted/non_mcs_files/non_mcs_BREF_070716_2215_006.png,30.8333333333,0.5391804457,88.8055555556,0.2411924119,0.246,6000,1476,55,79.0588895669,356,0.8400963057,11128,0.0593333333,145.7475236703,1,0.5424372749,1635,1550,1460,1414,0,Unorganized
2010-06-04 23:10:00,2847,extracted/non_mcs_files/non_mcs_BREF_100604_2310_002.png,32.3072747014,0.5959236493,76.978329272,0.2632743363,0.2453854506,7368,1808,60,76.9548867087,476,0.8877935824,12364,0.0646036916,167.205324135,1,0.460241844,2605,2511,1110,1066,0,Unorganized
2012-07-10 00:10:00,3008,extracted/non_mcs_files/non_mcs_BREF_120710_0010_000.png,30.7149950348,0.3417034272,93.0836182472,0.3003952569,0.2512413108,4028,1012,55,99.2562132475,304,0.519959515,11788,0.0754716981,116.1990986155,1,0.8541909054,2283,2206,930,874,0,Unorganized
2008-07-05 19:35:00,2755,extracted/non_mcs_files/non_mcs_BREF_080705_1935_000.png,36.3604100946,0.5045762037,106.331461031,0.3551554828,0.4818611987,5072,2444,55,57.9556061087,868,0.9492570421,10052,0.1711356467,184.2777948052,1,0.3145013004,2737,2639,926,888,0,Unorganized
2007-07-30 21:00:00,2649,extracted/non_mcs_files/non_mcs_BREF_070730_2100_003.png,33.6271186441,0.6436363636,108.086948195,0.3126843658,0.3830508475,3540,1356,55,38.608394121,424,0.9692486611,5500,0.1197740113,156.8915103545,1,0.2460833861,2164,2096,1188,1144,0,Unorganized
2012-07-21 08:40:00,3037,extracted/non_mcs_files/non_mcs_BREF_120721_0840_002.png,35.5513468013,0.4758662127,106.66150492,0.3247706422,0.4587542088,9504,4360,55,120.6175631696,1416,0.6506255351,19972,0.148989899,158.8329823153,1,0.7593987181,2231,2146,1121,1030,0,Unorganized
2010-06-06 20:20:00,2851,extracted/non_mcs_files/non_mcs_BREF_100606_2020_001.png,34.3381759483,0.5660118776,102.023651556,0.2888888889,0.3995157385,4956,1980,55,37.1846269772,572,0.9860633544,8756,0.1154156578,223.505261693,1,0.1663702532,2351,2245,1253,1218,0,Unorganized
2007-06-27 19:10:00,2603,extracted/non_mcs_files/non_mcs_BREF_070627_1910_003.png,34.5119182747,0.5310427969,103.166997569,0.2697547684,0.4165720772,3524,1468,55,47.0974499038,396,0.9358097766,6636,0.1123723042,133.6077375229,1,0.3525054071,2172,2116,865,812,0,Unorganized
2007-07-30 21:00:00,2648,extracted/non_mcs_files/non_mcs_BREF_070730_2100_002.png,33.265503876,0.6523388116,116.613616219,0.2871794872,0.3779069767,2064,780,55,31.9507769528,224,0.9458089169,3164,0.1085271318,98.3937274721,1,0.3247237174,2417,2368,989,959,0,Unorganized
2007-09-03 18:05:00,2684,extracted/non_mcs_files/non_mcs_BREF_070903_1805_000.png,31.46,0.630517024,81.1184,0.1218637993,0.279,4000,1116,55,71.7010779904,136,0.7014733834,6344,0.034,100.6054657313,1,0.712695652,2242,2193,1207,1161,0,Unorganized
2010-06-11 21:15:00,2855,extracted/non_mcs_files/non_mcs_BREF_100611_2115_002.png,32.6817288802,0.4014195584,121.246444162,0.3680981595,0.3202357564,2036,652,60,43.7054942479,240,0.9117260729,5072,0.1178781925,106.3915118367,1,0.4107986952,1343,1298,874,828,0,Unorganized
2007-08-29 20:40:00,2671,extracted/non_mcs_files/non_mcs_BREF_070829_2040_007.png,33.5570071259,0.4850230415,124.669553038,0.4220183486,0.3883610451,3368,1308,60,57.6734033468,552,0.8841981834,6944,0.1638954869,123.468054115,1,0.4671119486,2443,2391,1305,1252,0,Unorganized
2007-07-30 21:10:00,2660,extracted/non_mcs_files/non_mcs_BREF_070730_2110_005.png,36.5326633166,0.5368015414,116.90794244,0.4208955224,0.4809763101,5572,2680,55,85.6039847061,1128,0.7310105973,10380,0.2024407753,125.4516946064,1,0.6823661089,2358,2293,1233,1178,0,Unorganized
2008-06-29 22:30:00,2749,extracted/non_mcs_files/non_mcs_BREF_080629_2230_002.png,35.5415162455,0.4229007634,98.6838961366,0.2928759894,0.4560770156,3324,1516,55,52.7610567008,444,0.9146819266,7860,0.1335740072,130.5403119724,1,0.404174434,2125,2054,1309,1274,0,Unorganized
2009-07-17 22:50:00,2795,extracted/non_mcs_files/non_mcs_BREF_090717_2250_004.png,31.3485280152,0.6267857143,78.4758691533,0.2373540856,0.2440645774,4212,1028,55,68.1682575591,244,0.7396121363,6720,0.0579297246,101.2851112648,1,0.6730333482,2154,2098,1245,1203,0,Unorganized
2013-07-15 20:40:00,3067,extracted/non_mcs_files/non_mcs_BREF_130715_2040_004.png,35.3232462173,0.3732032854,89.8886343039,0.2052785924,0.4690508941,2908,1364,55,67.0261203337,280,0.8719252942,7792,0.0962861073,136.8888711328,1,0.4896389296,2437,2385,1312,1251,0,Unorganized
2010-06-15 20:10:00,2864,extracted/non_mcs_files/non_mcs_BREF_100615_2010_003.png,32.650273224,0.3879401719,119.797545463,0.3968978102,0.3327261688,13176,4384,60,111.3624736445,1740,0.9267173342,33964,0.1320582878,296.3665859791,1,0.3757592081,2164,2022,1277,1184,0,Unorganized
2008-09-13 06:15:00,3628,extracted/tropical_files/tropical_BREF_080913_0615_000.png,30.2293850643,0.6785092302,40.8881584568,0.0043001505,0.1256619475,148048,18604,50,444.2352080702,80,0.3433165551,218196,0.0005403653,472.983247017,2,0.9392197522,2009,1729,1468,1218,0,Tropical
2008-09-12 23:50:00,3627,extracted/tropical_files/tropical_BREF_080912_2350_000.png,27.8758403884,0.4287449123,38.7127031658,0.0307917889,0.0636827689,128512,8184,55,475.4848381553,252,0.560826936,299740,0.0019609064,574.3034823989,2,0.8279330576,2086,1771,1471,1164,0,Tropical
2008-09-02 21:20:00,3622,extracted/tropical_files/tropical_BREF_080902_2120_000.png,28.5857050983,0.4800186436,41.3810009369,0.0893428876,0.0827101802,317204,26236,55,574.9480307555,2344,0.7851875656,660816,0.0073895663,928.4466548607,2,0.6192580131,2220,1752,1354,840,0,Tropical
2006-09-01 10:35:00,3574,extracted/tropical_files/tropical_BREF_060901_1035_000.png,28.1583765832,0.5560579995,41.5851250886,0.0162700013,0.093912187,316764,29748,50,535.2697551663,484,0.7851063566,569660,0.0015279514,864.2290727018,2,0.6193609681,3114,2584,1092,724,0,Tropical
2008-08-19 05:00:00,3592,extracted/tropical_files/tropical_BREF_080819_0500_000.png,30.7194100092,0.4155199962,58.3280070899,0.0719318849,0.1954775023,69696,13624,55,362.1251989367,980,0.3138132785,167732,0.0140610652,381.391288107,2,0.9494847162,2670,2439,1658,1417,0,Tropical
2008-08-22 06:35:00,3603,extracted/tropical_files/tropical_BREF_080822_0635_000.png,29.1134806375,0.5307915492,44.2079243622,0.0253164557,0.10947725,103912,11376,55,400.2657471792,288,0.6655821695,195768,0.0027715759,536.3159126815,2,0.7463245779,2679,2388,1369,1133,0,Tropical
2008-09-26 14:40:00,3635,extracted/tropical_files/tropical_BREF_080926_1440_000.png,24.6616481459,0.2657106572,26.0983271996,0.0675422139,0.0212291393,100428,2132,50,611.7424278837,144,0.3018848403,377960,0.0014338631,641.6804131793,2,0.953344399,2799,2395,1182,814,0,Tropical
2006-08-31 04:55:00,3567,extracted/tropical_files/tropical_BREF_060831_0455_000.png,27.88196918,0.268993757,54.2500258325,0.113014827,0.1137940085,106684,12140,55,532.4907006913,1372,0.7784903678,396604,0.0128604102,848.3791000648,2,0.6276565519,2768,2486,1581,1079,0,Tropical
2008-09-13 23:35:00,3631,extracted/tropical_files/tropical_BREF_080913_2335_000.png,28.1011230127,0.4614924266,39.4441663349,0.0216175922,0.0695852893,308456,21464,55,544.1549330612,464,0.8637153715,668388,0.0015042664,1079.7155092871,2,0.5039799173,2003,1658,1301,706,0,Tropical
2010-09-03 11:50:00,3640,extracted/tropical_files/tropical_BREF_100903_1150_000.png,29.1140627308,0.4452312313,48.470986936,0.0136108887,0.1229996553,162472,19984,50,497.3653855293,272,0.6549956996,364916,0.0016741346,658.210593784,2,0.7556326049,3084,2711,1084,710,0,Tropical
2011-08-28 04:00:00,3648,extracted/tropical_files/tropical_BREF_110828_0400_000.png,29.9625366374,0.4378351136,47.6625986281,0.0060455431,0.1586677325,375300,59548,55,492.6646905674,360,0.9350073792,857172,0.0009592326,1389.2426242305,2,0.3546282571,3383,2677,997,452,0,Tropical
2008-07-24 07:35:00,3585,extracted/tropical_files/tropical_BREF_080724_0735_000.png,28.5564109199,0.4540994683,49.1338665854,0.0467490596,0.1203907362,61832,7444,50,287.9956944234,348,0.6635623656,136164,0.0056281537,384.9587241298,2,0.7481209708,1749,1546,1570,1351,0,Tropical
2007-09-13 05:55:00,3580,extracted/tropical_files/tropical_BREF_070913_0555_000.png,29.963101196,0.5008071368,72.1485239647,0.1906028369,0.1913648316,47156,9024,55,272.5048657688,1720,0.324198452,94160,0.0364746798,288.0634331142,2,0.9459890928,1988,1806,1429,1211,0,Tropical
2008-09-10 05:00:00,3624,extracted/tropical_files/tropical_BREF_080910_0500_000.png,27.5451797746,0.5129687651,42.5602187212,0.0938883968,0.0710912411,127048,9032,55,409.7785956647,848,0.6606860324,247672,0.0066746427,545.8893663631,2,0.750662352,2647,2361,1770,1484,0,Tropical
2012-08-30 06:35:00,3657,extracted/tropical_files/tropical_BREF_120830_0635_000.png,30.5348888944,0.5795467568,39.7860692668,0.0142227564,0.1233902662,161828,19968,50,410.8069158623,284,0.7060363798,279232,0.0017549497,580.0919099401,2,0.7081755646,2245,1922,1390,1078,0,Tropical
2008-08-31 04:55:00,3611,extracted/tropical_files/tropical_BREF_080831_0455_000.png,26.0495601043,0.344691486,33.8756551184,0.0250521921,0.0423537734,90476,3832,50,490.3494688375,96,0.6229305592,262484,0.0010610549,626.8232138289,2,0.7822771366,2665,2358,1732,1449,0,Tropical
2008-08-22 15:30:00,3605,extracted/tropical_files/tropical_BREF_080822_1530_000.png,29.5415214271,0.5236990744,46.6587742282,0.0182726847,0.1312897273,195080,25612,50,499.3456214332,468,0.7637792253,372504,0.0023990158,773.6064639557,2,0.6454775712,2723,2331,1404,1111,0,Tropical
2008-09-03 06:00:00,3623,extracted/tropical_files/tropical_BREF_080903_0600_000.png,29.2584593233,0.4810340613,44.7217898086,0.0324039186,0.1123957142,283356,31848,55,587.6729699762,1032,0.7348039751,589056,0.0036420616,866.4170827025,2,0.6782795281,2219,1748,1306,852,0,Tropical
2008-08-23 18:30:00,3607,extracted/tropical_files/tropical_BREF_080823_1830_000.png,30.3038263022,0.5481235566,47.4122321599,0.0695458593,0.1478643282,303792,44920,55,490.0872964257,3124,0.8733860687,554240,0.0102833518,1006.2804962051,2,0.4870285157,2553,2077,1443,997,0,Tropical
2008-09-01 09:20:00,3613,extracted/tropical_files/tropical_BREF_080901_0920_000.png,29.4177204554,0.4487237492,46.4113601442,0.0327807084,0.1114985506,95212,10616,50,324.7184734638,348,0.8724846803,212184,0.0036550015,664.533192288,2,0.4886414663,2333,1998,1417,1218,0,Tropical
2012-08-29 13:35:00,3653,extracted/tropical_files/tropical_BREF_120829_1335_000.png,27.7389021715,0.5426397025,35.9777474231,0,0,162284,10328,45,489.168436374,0,0.5257700602,299064,0,575.0682593843,2,0.8506267359,2263,1900,1429,1146,0,Tropical
2008-08-05 18:00:00,3589,extracted/tropical_files/tropical_BREF_080805_1800_000.png,26.5969207471,0.4470975896,43.4304094985,0.0803072626,0.0722867239,79240,5728,55,347.5978928814,460,0.7646812446,177232,0.0058051489,539.4059451333,2,0.6444087167,1957,1654,1375,1181,0,Tropical
2008-08-22 00:45:00,3602,extracted/tropical_files/tropical_BREF_080822_0045_000.png,27.5650474787,0.531222115,39.5288239145,0.0181441161,0.0661273182,116684,7716,50,372.7168488052,140,0.7973523945,219652,0.0011998217,617.5777915815,2,0.6035140089,2761,2429,1390,1175,0,Tropical
2006-09-01 10:40:00,3575,extracted/tropical_files/tropical_BREF_060901_1040_000.png,28.0598797877,0.5506463652,40.0769415342,0.0137931034,0.0875185474,318104,27840,55,535.0886382434,384,0.7887587446,577692,0.0012071524,870.483361994,2,0.6147028899,3115,2576,1080,712,0,Tropical
2008-07-23 08:30:00,3581,extracted/tropical_files/tropical_BREF_080723_0830_000.png,29.0446681234,0.4575732245,48.6001826432,0.0419452888,0.1178493391,111668,13160,55,414.2331376349,552,0.7579117058,244044,0.0049432246,634.9790755167,2,0.6523571463,1885,1640,1633,1297,0,Tropical
